"subject","body","type","priority","snowflake_level","language"
"[TKT-03284] data sync - breaks session state","Das Team finance meldet, dass data sync breaks session state during timezone conversion. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03284.","Incident","high","MEDIUM","de"
"[TKT-03285] data sync - returns 500 error","Das Team support meldet, dass data sync returns 500 error after role changes. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03285.","Request","high","MEDIUM","de"
"[TKT-03286] data sync - rejects valid input","Das Team analytics meldet, dass data sync rejects valid input after token refresh. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03286.","Request","low","PRO","de"
"[TKT-03287] mobile app - drops connection","El equipo de support reporta que mobile app drops connection after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03287.","Problem","high","PRO","es"
"[TKT-03288] mobile app - returns 500 error","El equipo de hr reporta que mobile app returns 500 error while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03288.","Problem","high","BASIC","es"
"[TKT-03289] auth service - has intermittent errors","El equipo de product reporta que auth service has intermittent errors after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03289.","Request","medium","MEDIUM","es"
"[TKT-03290] web dashboard - drops connection","Team security reports that web dashboard drops connection after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-03290.","Incident","high","MEDIUM","en"
"[TKT-03291] etl pipeline - cannot export report","El equipo de ops reporta que etl pipeline cannot export report during background sync. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03291.","Incident","high","MEDIUM","es"
"[TKT-03292] billing service - is slow under load","El equipo de product reporta que billing service is slow under load while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03292.","Incident","high","MEDIUM","es"
"[TKT-03293] mobile app - returns 500 error","Das Team sales meldet, dass mobile app returns 500 error after role changes. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03293.","Problem","low","PRO","de"
"[TKT-03294] search index - rejects valid input","El equipo de sales reporta que search index rejects valid input after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03294.","Problem","medium","PRO","es"
"[TKT-03295] billing service - fails validation","Team security reports that billing service fails validation after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-03295.","Request","medium","PRO","en"
"[TKT-03296] etl pipeline - is slow under load","Team security reports that etl pipeline is slow under load while generating monthly reports. Please investigate and provide mitigation steps. Internal reference TKT-03296.","Request","high","MEDIUM","en"
"[TKT-03297] reporting job - breaks session state","Team ops reports that reporting job breaks session state during background sync. Please investigate and provide mitigation steps. Internal reference TKT-03297.","Incident","medium","BASIC","en"
"[TKT-03298] auth service - returns timeout","El equipo de product reporta que auth service returns timeout during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03298.","Request","low","PRO","es"
"[TKT-03299] mobile app - returns 500 error","Das Team analytics meldet, dass mobile app returns 500 error during timezone conversion. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03299.","Request","medium","BASIC","de"
"[TKT-03300] etl pipeline - has intermittent errors","El equipo de finance reporta que etl pipeline has intermittent errors while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03300.","Problem","medium","PRO","es"
"[TKT-03301] billing service - returns 500 error","El equipo de security reporta que billing service returns 500 error after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03301.","Problem","low","MEDIUM","es"
"[TKT-03302] reporting job - fails validation","Das Team support meldet, dass reporting job fails validation when processing bulk updates. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03302.","Request","medium","PRO","de"
"[TKT-03303] mobile app - returns 500 error","Team security reports that mobile app returns 500 error when uploading csv files. Please investigate and provide mitigation steps. Internal reference TKT-03303.","Request","medium","PRO","en"
"[TKT-03304] payment processor - rejects valid input","Das Team support meldet, dass payment processor rejects valid input during background sync. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03304.","Incident","medium","PRO","de"
"[TKT-03305] data sync - cannot export report","Team ops reports that data sync cannot export report after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-03305.","Incident","low","BASIC","en"
"[TKT-03306] data sync - rejects valid input","Das Team product meldet, dass data sync rejects valid input after token refresh. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03306.","Incident","high","BASIC","de"
"[TKT-03307] data sync - has intermittent errors","Team ops reports that data sync has intermittent errors after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-03307.","Request","medium","PRO","en"
"[TKT-03308] web dashboard - creates duplicate entries","Das Team support meldet, dass web dashboard creates duplicate entries during peak traffic. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03308.","Request","high","BASIC","de"
"[TKT-03309] notification worker - fails validation","Das Team ops meldet, dass notification worker fails validation during timezone conversion. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03309.","Incident","medium","PRO","de"
"[TKT-03310] payment processor - cannot export report","El equipo de product reporta que payment processor cannot export report during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03310.","Problem","high","PRO","es"
"[TKT-03311] billing service - rejects valid input","Das Team hr meldet, dass billing service rejects valid input after token refresh. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03311.","Problem","high","PRO","de"
"[TKT-03312] api gateway - shows stale data","Team product reports that api gateway shows stale data after token refresh. Please investigate and provide mitigation steps. Internal reference TKT-03312.","Problem","high","PRO","en"
"[TKT-03313] mobile app - misses scheduled tasks","Das Team support meldet, dass mobile app misses scheduled tasks during background sync. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03313.","Request","high","MEDIUM","de"
"[TKT-03314] crm connector - breaks session state","Team ops reports that crm connector breaks session state after token refresh. Please investigate and provide mitigation steps. Internal reference TKT-03314.","Request","low","PRO","en"
"[TKT-03315] notification worker - drops connection","Das Team analytics meldet, dass notification worker drops connection when processing bulk updates. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03315.","Request","low","MEDIUM","de"
"[TKT-03316] crm connector - returns 500 error","El equipo de sales reporta que crm connector returns 500 error after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03316.","Request","low","BASIC","es"
"[TKT-03317] crm connector - rejects valid input","Das Team support meldet, dass crm connector rejects valid input after token refresh. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-03317.","Incident","medium","BASIC","de"
"[TKT-03318] auth service - returns timeout","Team security reports that auth service returns timeout during peak traffic. Please investigate and provide mitigation steps. Internal reference TKT-03318.","Incident","low","BASIC","en"
"[TKT-03319] api gateway - shows stale data","Team product reports that api gateway shows stale data after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-03319.","Problem","medium","MEDIUM","en"
"[TKT-03320] crm connector - is slow under load","El equipo de analytics reporta que crm connector is slow under load after token refresh. Necesitamos revision y plan de mitigacion. Referencia interna TKT-03320.","Incident","high","MEDIUM","es"
